t,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8
0,0.03823721086084463,-0.07778575310101345,-0.05260335849651638,0.005825645905986186,-0.012463483852591163,-0.0013137621429425666,-0.03549889924720753,0.035923834727658255,0.030773421375348012
1,-0.033744241205022715,0.015012463097440107,-0.03886266715110775,0.035850057178156605,-0.001802224342500952,-0.00804626976895211,-0.028614343893933792,0.04963910089142683,-0.006526241105893343
2,0.015229970142489018,0.016762384604316626,0.01671997678762111,0.08637792145419723,-0.016067142887209004,-0.02113407480706402,-0.033928041748113695,0.0253843107724532,0.04482046610890422
3,0.026619737147291704,0.029981488064218777,0.02120905292549998,-0.02590838233517218,0.009471769251511648,0.004023175345394507,0.0073704971679903345,0.03560226465352469,0.008620666839684581
4,0.02587314364656104,-0.058024140893118484,-0.013299492362997947,-0.018102860273038344,-0.025365453175300947,-0.011653500097276514,0.058420514032708294,-0.03389169638329777,0.03839198392070328
5,0.024047523364205122,0.02869302181015074,0.031221908413639737,-0.013237018698172195,-0.01830373880707419,0.03367545923192133,-0.0090292696878726,-0.05028155139866733,-0.045664966841485
6,0.02823055648926189,-0.016837515255466676,0.005832207918558433,0.02573562681616589,-0.012181001990420093,0.01762276431271217,-0.027854156582995403,-0.013781090665701469,-0.015607416353080243
7,0.001102082108867836,0.01947963101489869,0.01735125947251855,0.027327402466549303,-0.0037471460845162454,-0.017580638884894702,-0.004565807429398286,-0.0667528574996013,-0.058216010030722
8,-0.03562060058202868,-0.014882416620524289,0.05145436430876754,-0.013538570743107036,0.02968823551808095,-0.037985322378947785,-0.009594605889841606,-0.03725187832339264,-0.01389452393234435
9,0.010119173420842663,-0.023509895335322918,-0.058362346448715255,0.0035972125312776805,-0.02099724563622745,0.008667488172037474,-0.0005030318659321546,0.06482128450044436,-0.009906820706425856
10,0.054976072669871354,0.03365513767547839,0.013764367952513531,0.059244121527433184,-0.04735872862266572,-0.026236633089802557,-0.038440154247165174,-0.014849586270045753,-0.0554045517311147
11,-0.040023235560443696,0.012798642154718673,0.03300879791603064,0.08058125948125022,0.11674064085344846,0.015927623345768832,-0.040958552592413794,-0.08454145960058054,0.010388046681712046
12,-0.0050352690389007145,0.04288773724552594,0.005767620029178009,-0.005633397507401095,-0.041238104563758135,-0.06763248709819163,-0.020829375109495892,-0.0014071222973084038,0.07039077934236342
13,-0.046781405919110376,-0.03834377046572133,-0.029518428184924273,0.08585082413384545,-0.03266262194029564,0.032887112211334606,-0.03749418897229545,0.03799956466927233,0.015063110056895498
14,0.018446951336150902,-0.017944813945584122,-0.049537760711435806,-0.05040548790042786,0.007092327513126853,0.06251599670266836,0.0050225943328675235,-0.004003927760045401,0.011104625333377766
15,0.04487172472334163,0.017416298395351616,0.06091657579988439,0.008041432872531847,-0.04879009782345865,-0.05537647665911705,0.0646600106441898,0.06968572951347785,-0.007514386869306649
16,-0.03517935406987163,0.0259915053971855,-0.01629192083991782,0.0005071471281184082,-0.006343234562183122,0.012848082912891119,0.054922205602448246,0.004357441426970818,0.02542700530507866
17,-0.04816524390996536,-0.034884943669281465,-0.013876758114812178,0.03734807018323872,-0.05286521062048242,0.0005794409301117923,-0.020743815151865408,-0.012363455018614206,0.039785864361090974
18,-0.027211570143000113,-0.008688695016200863,0.009192003805457576,0.0077749866371706845,-0.04318120496474102,0.002965519892523116,0.007751998836949327,0.10143397106999381,0.07473338892848773
19,-0.02304035512410394,0.012871754165591217,0.04771919980135265,-0.028451365588294912,-0.02597841404869991,-0.08653839703353948,-0.007883647094053798,-0.0417542113083596,-0.02149613280544859
20,-0.05809565870924748,0.08541764155698953,-0.05201143777411243,-0.04315943663413936,0.0736643862410512,0.11555460244674681,-0.04823966126389836,-0.013988917746260784,0.013345715893268046
21,0.0317088765261759,0.017654929463085115,-0.015565110575862047,-0.004640864314619951,-0.054812241942053676,-0.010171763297274497,-0.012032599391243865,0.010031411816175631,-0.02254331690661967
22,0.014696557504507074,0.002390532836985839,-0.0005053286118759139,-0.028150271135397812,0.012853272420728085,-0.004543563880015681,0.0823495865010469,0.06367127971848784,0.015091957765507839
23,0.011120465514352043,0.019454350347356306,-0.07029816587288938,0.037809547486040714,0.018364456794009915,-0.045056875302211974,-0.020238147795130407,0.011298783814615002,0.0017575635917048255
24,0.006709341578948152,0.059113589176008105,-0.10317941819561546,-0.008761995309699983,0.0072497452521439265,0.01119307167059103,-0.016253674795274686,-0.06952622523923065,0.012787857316468275
25,-0.012518157849614438,-0.0021893347666092,-0.04263551204645747,-0.012666186997719448,0.05218468392076053,0.022665369079112117,0.06791530716013057,0.04784532940197169,0.017224774241062717
26,-0.011224096591572022,0.00293357451569027,-0.028408433930072172,0.04029543884645028,-0.046941366077601694,0.030644055765228995,-0.009003233269440712,0.0475892725317743,0.029687422892687085
27,-0.0020622862931613424,-0.046610269837416535,-0.021244918608632046,0.061161198948892014,0.025689956273332495,-0.02861176149860819,-0.041925748119887654,0.002045675769143552,-0.048987460119459446
28,0.024972938617980948,-0.09139657723341438,0.011665683006269084,0.0035933684597752296,0.016748846699929442,0.06400205868353039,-0.08390671070391574,-0.02290097911470188,0.023288917389622656
29,0.034479814906243744,-0.022585414102114048,0.03204623090954989,0.04345087118751248,0.009512922243329,0.008724312193735841,0.009436585990562265,-0.033796338613526294,-0.0062450062674268576
30,-0.04171603103355456,-0.004741707635147093,0.05874876299313444,-0.029031492117322723,-0.03269723118865182,0.007444825293693968,0.03239823006624202,0.001199055468977396,0.05281172948618945
31,0.0937383184641184,-0.00793961042008329,-0.08065015104014191,0.06488223618933762,-0.0181150225331329,0.003664010679138782,0.05100485608762184,-0.06335232704876426,-0.0504113765482946
32,0.02156600554517685,0.011294014058549613,-0.05702421226512838,-0.09169215338642749,0.002362919043819402,-0.01951223424235598,0.016998324539799964,0.028826549807013217,0.005195444345057238
33,-0.027560762808371202,-0.00692079896106473,0.0073593205212918,0.03353319119279365,-0.015559091603693764,0.020198368162520224,-0.012010708627209953,-0.003960643983164229,0.032838406503457714
34,-0.09277401043230164,-0.02689502637646926,0.02945942326629137,-0.010683411803418443,0.008096148026895324,0.04292769667887097,0.05173046497847678,-0.002017111760184543,0.053830902199522586
35,-0.058621333139020494,-0.03527226913769688,-0.014837669837255315,0.032855413940047755,0.06901621887148875,-0.0559314495598634,0.014336036034373932,-0.040876547948121816,0.018662219125211824
36,-0.02359333916409867,-0.02110633374531274,-0.043308832584873024,-0.025459317986299284,0.017299350175682102,-0.008207157343318236,0.011769345302259763,0.01522930276749603,0.052490529159276364
37,-0.012650086670558473,0.04483355248845022,0.01481823178577434,-0.004533488106928632,0.014136604034685524,0.07740190773436455,0.08170207456219278,0.00352642746117051,0.006068936162812274
38,-0.00041681418283530955,0.012817508497490238,-0.033851531651119406,-0.0628706537489136,-0.08273370934855107,-0.045339356796017014,-0.019724140681840797,-0.01098214425428155,0.07715338150742247
39,-0.01566599342320453,-0.011113621173821909,0.006895754101537541,0.025478890294677516,-0.013385191208452465,0.04191059017988715,-0.0470546575247867,0.000999624549982282,0.10357143659263188
40,0.02385821068019122,-0.0020071033108581653,-0.007323095879953185,-0.030467247404121604,0.017407422569607027,-0.03471533339128299,0.025246262140145307,0.0441467448382585,0.014318341821244146
41,0.03803272314137309,-0.07300010208053198,-0.013935156976914187,-0.07892045886948965,-0.05961102319288857,0.053905162345148604,0.034430300898734924,-0.028039306384806072,-0.060434083966976256
42,0.018006707201295533,-0.02214539468289754,0.018094891667697396,-0.06172635854849257,-0.011699027390050964,0.0033408422044032774,-0.004821242098078436,0.03238388730938149,0.01343237789909195
43,0.06577938955281261,-0.03854616946825429,-0.036022729616925556,0.054143417201485945,-0.007466302589039769,0.05550932809126852,-0.019078589871106166,0.05894787729238911,0.004917721320339807
44,-0.03702129612526147,-0.01767821530979837,0.017586435383389463,-0.06191831682847687,0.025694079522034945,-0.02220593796355212,0.044535383372415575,-0.09503647753602194,-0.031801707542995133
45,-0.006573566302479355,-0.00989304937100892,-0.006881283456516381,0.008847509419403998,-0.04015296793175432,0.02763277864946494,0.02512954544767631,0.016149887239238655,0.021929259745925574
46,-0.011652628017135201,-0.029874174897786498,-0.0417951401873572,-0.04906681602629716,-0.03535441957236227,-0.0034841401297695065,0.011994655499043433,0.002777739647455225,-0.030965383370473644
47,-0.025492652960648038,0.022202832110910085,0.007008212675910943,-0.05721303631615692,-0.002527686168339136,0.009829707636421521,-0.037364918180900465,0.008331181220020347,-0.05853091975746717
48,0.015168715883163705,-0.09612621042724609,-0.04676312746577702,-0.011039087356482848,-0.04269233026788176,0.027921204798460178,0.07851472481008834,-0.04633018394068304,-0.03383843499914013
49,0.010575955858333914,0.07311510513836302,-0.06657828042740284,-0.05053073117805545,-0.016749982929418906,-0.0214799446383818,0.031126979228474065,0.010398865934136373,-0.07132925214418184
50,-0.024566052649745748,-0.025012546656074393,0.02114941613308683,0.03179862563029316,0.01825271740284303,-0.06855391765596165,0.020357309142436945,-0.04055361204705011,0.008930061716775182
51,-0.05055062602099616,0.028528131870634986,0.009350399757731553,-0.023645699353404732,0.05821281675530526,-0.01863312611790871,0.00047062556382283793,0.011481508984487012,-0.02484579369480494
52,0.054988026337443534,-0.040991827504927206,-0.09705917831022998,0.06539497204296318,0.10197612742549413,-0.017154075135924363,-0.0784208942515626,-0.011531415030122394,-0.011923022482002709
53,0.02115848914443053,-0.05918148901365011,0.02741293381779953,0.08305031980016907,0.006850088905571193,-0.013587861172167238,-0.007362655472647202,0.025172593651797467,-0.06971187630850502
54,-0.006248566361459117,0.06713622914098864,-0.044658359685742596,0.02458791938299384,0.012706463710628562,-0.03561283283737372,0.006389157435126381,0.049392794144837306,-0.013275934130294844
55,-0.012875545838434414,-0.0032717285777212855,-0.0687445874211702,-0.06397170358001628,0.019233146460924253,-0.02099476920072703,-0.10406348968357897,0.03214349225134406,0.010652202302192514
56,0.014809936353182947,0.09551611731877357,0.016153574197825187,0.016337848109689437,-0.006153861125174887,0.03188805589956167,0.02315793992483918,0.05074240227556031,-0.02100725776391619
57,0.060919088247792054,-0.018091398977741615,-0.017548710179506054,0.013404440593811386,-0.009634981663528244,0.03725247109043504,-0.09166130355495394,-0.03224772265939888,-0.03154806153648821
58,-0.007304052781808865,0.04434513939401906,-0.010234919887212621,-0.04104356297744366,-0.001954455932664456,0.04146694551320682,-0.04033282987006586,-0.035678661583201605,0.022024502757681162
59,0.028950541615005425,-0.041319788521096475,-0.0007862803189074946,-0.006956680109925452,-0.04882147604294785,-0.06331898572650772,0.026171005722055524,-0.013188697376480357,-0.04110350407950549
60,-0.059340769541626905,-0.036605722777072164,0.05794332346194424,0.011762033801990649,0.03088657589251748,-0.04632015397728288,-0.04667861406572749,0.01855862386590239,0.0021542848917998707
61,0.006757877225252656,0.03158668208505009,0.03165374266596222,-0.06425443727606621,-0.08950357166539197,0.03908648812775072,0.0460717481644298,-0.0401730863936646,-0.07451627771469202
62,0.02143143936665804,-0.014887686180199674,-0.036173204302966895,0.0004852771651440025,-0.01173068306971379,-0.04140610714434112,0.08083742720596018,0.07219462787207384,0.04526215116652678
63,0.01795051965876874,0.05041874366682791,0.02486253544663575,0.03031598167254084,0.025840015433172457,0.013039792326181182,-0.0731300588484955,0.0038837465967853733,-0.022561562662234743
64,0.05496818680842819,0.010594407278919953,0.053464555286540864,0.0014199436285592625,0.008076459011371159,-0.04418618972815815,0.014592822393372227,0.0033882300506347476,-0.052824480736453114
